sample_id,t_delta,t_start,t_end,psnr,clip_similarity_target_image
122000000004,0.0,0.0,0.0,33.26397705078125,20.676240921020508
122000000005,0.0,0.0,0.0,28.283672332763672,23.50307273864746
122000000006,0.0,0.0,0.0,23.5931396484375,22.281465530395508
122000000007,0.0,0.0,0.0,25.71926689147949,24.9082145690918
122000000008,0.0,0.0,0.0,26.96038627624512,22.855484008789062
122000000009,0.0,0.0,0.0,31.755529403686523,20.51513862609864
123000000000,0.0,0.0,0.0,31.14712142944336,21.0958309173584
123000000001,0.0,0.0,0.0,38.225807189941406,21.266572952270508
123000000002,0.0,0.0,0.0,31.731016159057617,13.743916511535645
123000000003,0.0,0.0,0.0,29.26318359375,21.50556945800781
123000000004,0.0,0.0,0.0,25.662824630737305,21.46824073791504
123000000005,0.0,0.0,0.0,22.570402145385746,18.357120513916016
123000000006,0.0,0.0,0.0,30.007434844970703,28.30808448791504
123000000007,0.0,0.0,0.0,30.22933006286621,19.66801643371582
123000000008,0.0,0.0,0.0,29.04258155822754,21.59187126159668
123000000009,0.0,0.0,0.0,26.1605224609375,23.3370418548584
124000000000,0.0,0.0,0.0,30.875831604003903,22.154926300048828
124000000001,0.0,0.0,0.0,38.48345947265625,17.382972717285156
124000000002,0.0,0.0,0.0,24.115131378173828,14.336535453796388
124000000003,0.0,0.0,0.0,18.641891479492188,20.699657440185547
124000000004,0.0,0.0,0.0,24.296735763549805,27.050893783569336
124000000005,0.0,0.0,0.0,28.939546585083008,21.935985565185547
124000000006,0.0,0.0,0.0,30.668819427490234,24.494762420654297
124000000007,0.0,0.0,0.0,30.56504821777344,14.32923984527588
124000000008,0.0,0.0,0.0,31.23910522460937,20.395883560180664
124000000009,0.0,0.0,0.0,30.510393142700195,21.00271415710449
211000000000,0.0,0.0,0.0,28.71979331970215,27.181196212768555
211000000001,0.0,0.0,0.0,22.91684913635254,23.10684394836425
211000000002,0.0,0.0,0.0,23.426319122314453,28.72718048095703
211000000003,0.0,0.0,0.0,25.443878173828125,31.231964111328125
211000000004,0.0,0.0,0.0,26.436697006225582,26.91220092773437
211000000005,0.0,0.0,0.0,28.53471946716309,23.885971069335938
211000000006,0.0,0.0,0.0,27.30424118041992,27.61032485961914
211000000007,0.0,0.0,0.0,28.530187606811523,30.8252182006836
211000000008,0.0,0.0,0.0,31.85386657714844,23.777660369873047
211000000009,0.0,0.0,0.0,31.60936546325684,30.3977165222168
212000000000,0.0,0.0,0.0,26.60856437683105,26.37166976928711
212000000001,0.0,0.0,0.0,30.91284942626953,22.92064476013184
212000000002,0.0,0.0,0.0,27.065092086791992,27.20276641845703
212000000003,0.0,0.0,0.0,30.82162857055664,17.881349563598633
212000000004,0.0,0.0,0.0,29.731351852416992,21.90348052978516
212000000005,0.0,0.0,0.0,30.614160537719727,15.280320167541504
212000000006,0.0,0.0,0.0,32.861427307128906,26.58755874633789
212000000007,0.0,0.0,0.0,27.392406463623047,27.26312828063965
212000000008,0.0,0.0,0.0,35.33551788330078,15.350736618041992
212000000009,0.0,0.0,0.0,28.88737678527832,18.57884788513184
213000000000,0.0,0.0,0.0,37.06410217285156,26.909183502197266
213000000001,0.0,0.0,0.0,34.61899185180664,26.46318626403809
213000000002,0.0,0.0,0.0,22.90952491760254,28.42772674560547
213000000003,0.0,0.0,0.0,32.91012954711914,26.07754135131836
213000000004,0.0,0.0,0.0,21.45813369750977,27.912092208862305
213000000005,0.0,0.0,0.0,28.412412643432617,27.443588256835938
213000000006,0.0,0.0,0.0,24.78500366210937,24.51620864868164
213000000007,0.0,0.0,0.0,37.77310180664063,20.150182723999023
213000000008,0.0,0.0,0.0,26.440473556518555,24.799116134643555
213000000009,0.0,0.0,0.0,26.489547729492188,28.54107666015625
214000000000,0.0,0.0,0.0,24.636859893798828,26.667236328125
214000000001,0.0,0.0,0.0,24.520811080932617,28.672834396362305
214000000002,0.0,0.0,0.0,33.93381881713867,27.86221504211425
